,2018-07-1,1.3,12.3,0,,,SW,20,14:22,3.5,99,,SE,6,1033.6,12.1,60,,SW,9,1031.6
,2018-07-2,-2.5,13.0,0,,,N,19,13:22,0.9,99,,S,2,1033.0,12.3,57,,NNE,9,1029.6
,2018-07-3,-0.4,14.6,0,,,NE,24,10:00,4.3,99,,E,2,1029.2,13.4,68,,NNE,15,1026.7
,2018-07-4,4.3,17.5,0,,,NNE,39,14:37,9.1,76,,NE,15,1026.3,15.9,58,,NNE,24,1021.2
,2018-07-5,9.1,19.5,0,,,NNE,41,14:16,11.1,78,,NNE,17,1019.8,18.9,50,,NNE,24,1012.2
,2018-07-6,11.1,14.4,0,,,W,54,12:10,11.8,78,,WNW,19,1008.7,13.9,48,,W,24,1010.7
,2018-07-7,7.3,12.1,0.8,,,W,56,13:20,8.3,82,,WNW,28,1008.9,11.9,58,,SW,31,1012.4
,2018-07-8,5.8,14.8,0,,,WSW,50,13:14,8.9,93,,W,20,1020.2,14.4,59,,SW,30,1020.4
,2018-07-9,4.4,14.2,0,,,SSW,35,14:16,7.4,95,,W,9,1027.4,13.4,53,,SSW,20,1027.2
,2018-07-10,1.2,13.0,0,,,SSW,17,01:00,5.5,99,, ,Calm,1029.5,12.5,56,,NNW,9,1026.9
,2018-07-11,-1.6,10.7,0,,,NE,26,12:29,4.2,99,,NNE,9,1025.0,9.6,66,,NE,9,1022.3
,2018-07-12,1.6,10.7,2.2,,,SSE,13,11:29,4.1,99,, ,Calm,1022.7,10.2,64,,SSE,2,1020.6
,2018-07-13,-1.4,13.6,0,,,S,35,13:19,3.5,99,, ,Calm,1022.3,12.2,58,,S,17,1021.1
,2018-07-14,-3.0,12.4,0,,,WSW,17,14:38,-0.4,99,, ,Calm,1023.0,11.3,60,,WSW,11,1019.6
,2018-07-15,-0.4,13.6,0.2,,,N,30,12:52,3.1,99,,NE,11,1018.4,13.1,47,,NNE,19,1014.3
,2018-07-16,3.1,,0,,,,,06:25,6.3,74,,NE,17,1011.5,12.3,48,,NE,17,1009.5
,2018-07-17,1.7,17.8,0,,,W,83,16:23,6.8,69,,NE,20,1010.9,17.2,36,,N,31,1004.7
,2018-07-18,-0.4,14.8,1.0,,,NW,37,13:05,4.3,99,,NE,9,1019.2,13.9,53,,NW,13,1016.6
,2018-07-19,3.8,18.3,0,,,SW,54,20:45,7.6,64,,N,22,1012.8,17.7,38,,NNW,22,1007.1
,2018-07-20,4.4,12.6,2.8,,,W,48,13:25,4.8,99,,W,20,1011.6,11.6,55,,W,28,1012.7
,2018-07-21,-0.7,12.5,0,,,NW,52,08:57,3.3,99,,NNW,9,1024.3,10.9,63,,WNW,4,1023.1
,2018-07-22,3.3,13.2,0.2,,,N,28,16:02,6.6,88,,NE,7,1024.9,12.8,55,,NNE,17,1020.3
,2018-07-23,3.7,12.2,0,,,NNE,39,12:58,5.8,73,,NE,20,1017.6,11.3,55,,NNE,24,1011.5
,2018-07-24,4.5,16.9,1.8,,,W,50,19:31,7.9,90,,N,17,1013.7,16.5,52,,NNW,24,1010.4
,2018-07-25,6.8,13.8,0.6,,,W,26,14:22,7.4,100,,SW,7,1018.4,12.2,69,,SW,11,1017.2
,2018-07-26,3.2,14.9,0,,,N,20,15:36,7.1,99,, ,Calm,1020.5,14.4,62,,NNE,11,1017.2
,2018-07-27,4.3,17.0,1.0,,,N,28,04:53,9.1,92,,NE,9,1016.8,15.2,59,,WSW,2,1013.9
,2018-07-28,6.0,15.8,0.2,,,NE,30,14:36,9.7,83,,ENE,9,1015.1,15.4,60,,NE,19,1010.4
,2018-07-29,9.5,13.8,1.2,,,W,65,16:09,10.1,84,,WNW,24,1006.6,12.7,53,,WNW,33,1007.7
,2018-07-30,2.4,11.5,0,,,WNW,30,13:09,4.6,99,,W,11,1018.7,10.0,69,,N,17,1017.4
,2018-07-31,3.2,16.2,0,,,WNW,44,16:21,8.5,70,,NE,4,1015.2,15.6,44,,NW,28,1012.7
